0.0,8160.0
1.0,8540.0
2.0,8540.0
3.0,22934.0
4.0,22804.0
5.0,22804.0
6.0,36191.0
7.0,36191.0
8.0,36191.0
9.0,36191.0
10.0,36191.0
11.0,36191.0
12.0,30524.0
13.0,30524.0
14.0,30524.0
15.0,30524.0
16.0,31561.0
17.0,31561.0
18.0,31561.0
19.0,31561.0
20.0,31561.0
21.0,31561.0
22.0,31561.0
23.0,32361.0
24.0,39714.0
25.0,39714.0
26.0,37114.0
27.0,37849.0
28.0,37849.0
29.0,34349.0
30.0,33614.0
31.0,33614.0
32.0,33614.0
33.0,33614.0
34.0,24945.0
35.0,24945.0
36.0,24945.0
37.0,24945.0
38.0,24830.0
39.0,24830.0
40.0,24830.0
41.0,24830.0
42.0,25180.0
43.0,25180.0
44.0,25180.0
45.0,25180.0
46.0,25180.0
47.0,25180.0
48.0,23720.0
49.0,23720.0
50.0,23720.0
51.0,23720.0
52.0,23720.0
53.0,23720.0
54.0,23720.0
55.0,23720.0
56.0,16800.0
57.0,16800.0
58.0,16800.0
59.0,16800.0
60.0,16550.0
61.0,16550.0
62.0,16550.0
63.0,16550.0
64.0,16550.0
65.0,16550.0
66.0,15610.0
67.0,15610.0
68.0,15610.0
69.0,15610.0
70.0,15610.0
71.0,15610.0
72.0,15610.0
73.0,15610.0
74.0,15610.0
75.0,15610.0
76.0,15610.0
77.0,15610.0
78.0,15610.0
79.0,15610.0
80.0,15610.0
81.0,15610.0
82.0,15610.0
83.0,15610.0
84.0,15705.0
85.0,15705.0
86.0,15705.0
87.0,15610.0
88.0,15610.0
89.0,15610.0
90.0,16105.0
91.0,16105.0
92.0,16105.0
93.0,16105.0
94.0,16505.0
95.0,16505.0
96.0,16505.0
97.0,16505.0
98.0,16505.0
99.0,16505.0
100.0,16505.0
101.0,36175.0
102.0,36175.0
103.0,36175.0
104.0,36875.0
105.0,36875.0
106.0,36875.0
107.0,36875.0
108.0,36875.0
109.0,36875.0
110.0,36175.0
111.0,36175.0
112.0,36175.0
113.0,33905.0
114.0,33905.0
115.0,33905.0
116.0,32430.0
117.0,32430.0
118.0,32430.0
119.0,32430.0
120.0,32070.0
121.0,32070.0
122.0,32070.0
123.0,32070.0
124.0,32070.0
125.0,30170.0
126.0,30170.0
127.0,30170.0
128.0,30170.0
129.0,30170.0
130.0,32626.0
131.0,32626.0
132.0,32626.0
133.0,32626.0
134.0,33926.0
135.0,33926.0
136.0,33926.0
137.0,33926.0
138.0,33926.0
139.0,33926.0
140.0,33926.0
141.0,33926.0
142.0,33926.0
143.0,33926.0
144.0,33926.0
145.0,28206.0
146.0,28206.0
147.0,28206.0
148.0,28206.0
149.0,28206.0
150.0,28206.0
151.0,28206.0
152.0,27556.0
153.0,26356.0
154.0,26356.0
155.0,26356.0
156.0,26356.0
157.0,26356.0
158.0,25466.0
159.0,25466.0
160.0,25466.0
161.0,25466.0
162.0,25466.0
163.0,25466.0
164.0,20955.0
165.0,20955.0
166.0,20955.0
167.0,21175.0
168.0,21175.0
169.0,20955.0
170.0,20955.0
171.0,20955.0
172.0,20955.0
173.0,20955.0
174.0,20955.0
175.0,23271.0
176.0,23271.0
177.0,23271.0
178.0,23271.0
179.0,23271.0
180.0,23271.0
181.0,23271.0
182.0,23271.0
183.0,23271.0
184.0,23271.0
185.0,23271.0
186.0,23271.0
187.0,23271.0
188.0,23271.0
189.0,23271.0
190.0,23271.0
191.0,22671.0
192.0,22671.0
193.0,22671.0
194.0,22671.0
195.0,22671.0
196.0,22671.0
197.0,22671.0
198.0,22671.0
199.0,22671.0
200.0,22671.0
201.0,22671.0
202.0,30406.0
203.0,30406.0
204.0,30406.0
205.0,30406.0
206.0,30406.0
207.0,30406.0
208.0,30406.0
209.0,30406.0
210.0,30406.0
211.0,30406.0
212.0,30406.0
213.0,30406.0
214.0,30406.0
215.0,30406.0
216.0,30406.0
217.0,30406.0
218.0,30406.0
219.0,30406.0
220.0,30406.0
221.0,30406.0
222.0,30406.0
223.0,30406.0
224.0,30406.0
225.0,30406.0
226.0,30406.0
227.0,30406.0
228.0,30406.0
229.0,30406.0
230.0,30406.0
231.0,30406.0
232.0,30406.0
233.0,30406.0
234.0,30406.0
235.0,21490.0
236.0,21490.0
237.0,21490.0
238.0,21490.0
239.0,21490.0
240.0,21490.0
241.0,21490.0
242.0,21490.0
243.0,21490.0
244.0,21490.0
245.0,21490.0
246.0,21490.0
247.0,21490.0
248.0,24675.0
249.0,24675.0
250.0,24675.0
251.0,24675.0
252.0,24675.0
253.0,20008.0
254.0,20008.0
